.	d	488	1700000000000000000	0	-
d0000	d	488	1700000000000000000	0	-
d0001	d	488	1700000000000000000	0	-
d0002	d	488	1700000000000000000	0	-
d0003	d	488	1700000000000000000	0	-
d0004	d	488	1700000000000000000	0	-
d0005	d	488	1700000000000000000	0	-
d0006	d	488	1700000000000000000	0	-
d0007	d	488	1700000000000000000	0	-
d0008	d	488	1700000000000000000	0	-
d0009	d	488	1700000000000000000	0	-
d0000/f000000	f	416	1700000000000000000	5000000	9534acf31262ea8b4eb85f81d94bd82d977ddfb1bf97d5b6f635b9dccc715436
d0000/f000001	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000002	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000003	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000004	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000005	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000006	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000007	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000008	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000009	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000010	f	416	1700000000000000000	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
d0000/f000011	f	416	1700000000000000000	245	4cf417a5432859d70395cd81b46cb3634d3ac73e5abc7f6452e308fb6f774366
d0000/f000012	f	416	1700000000000000000	245	7835bd970c605314e2f72087b1fdb388d8894d3fbd5e522cee4bf165e4fdcef1
d0000/f000013	f	416	1700000000000000000	245	1c7ab2c35b2cfbd19bbb418bb9b9fc6926f8d9193299dbd7d74537868ffb0cf9
d0000/f000014	f	416	1700000000000000000	245	eaa629197124290fc9aad528497598c5278827b43efc3b0aaf84204f0df1815a
d0000/f000015	f	416	1700000000000000000	245	8b988a90ebfe717f7f1dab23c804d4cbd3aa242b2a29de54f27f65d2967de89a
d0000/f000016	f	416	1700000000000000000	245	687061a02f6167c15057918aeb5548067e06fdeae810621672ff5f8efd3c6a5e
d0000/f000017	f	416	1700000000000000000	245	8498728955c76b8eee5f41b5e09bd74f1a92ed788a082531756b6c7e38226ca8
d0000/f000018	f	416	1700000000000000000	245	06dde9b1b5811400eeaa78d869ddb3305a11f859684e6986ff36c883f75c803f
d0000/f000019	f	416	1700000000000000000	245	cb06eb90f3df950de53e9088a29682126f1ae6bfac9e319a9a2f828d7d3e0269
d0000/f000020	f	416	1700000000000000000	245	6a26fab081dc6f646e4e197e49b77a6588dfb5c8a5c1d7be1610e7e145c3f722
d0000/f000021	f	416	1700000000000000000	245	3907307b71f0fa9d908bf7c022577556cae228c78e63737bbb8c77283af5f5d0
d0000/f000022	f	416	1700000000000000000	245	8ae6d6360a11bd3503d3082bca10742979194430992227f03eb222de5274ba60
d0000/f000023	f	416	1700000000000000000	245	29d55bdf35a9832c168fe0fdc9819625a359db7f61fa03e8f659987d94656400
d0000/f000024	f	416	1700000000000000000	245	0aff0d84966886c2fc00a2a968fefd28c8810476fa5daf86c4d37c572fe678d6
d0000/f000025	f	416	1700000000000000000	245	c66aa0e0904712e554d54c99430f3fcee10ecf40e3fdcf5750f321aa3e2bda8e
d0000/f000026	f	416	1700000000000000000	245	f84488bdfdc1ea356e4ba8affad9db6fe0b34427427de184020c88ef71b804e8
d0000/f000027	f	416	1700000000000000000	245	10db38a020a8c299890d036da7b36a4005ad0542f8739740e1633c62fc8f5b79
d0000/f000028	f	416	1700000000000000000	245	8ef13b688da863f78a4e775b284a7fb46b7fb383f161b1df4ecacaa34fb66b18
d0000/f000029	f	416	1700000000000000000	245	f865b866aa2e40481776d2974770c2123610a9c677a000435df53139a2a1dd98
d0000/f000030	f	416	1700000000000000000	245	5cc914bccc1fbfa745e932651e5fac7ce556ae86b862f0eb7c8c527f5a2f9e8a
d0000/f000031	f	416	1700000000000000000	245	19a6e5ef903a9e3866fd0e6786adc6d8c197ccb6fa61b46ccdca525435af47ef
d0000/f000032	f	416	1700000000000000000	245	4c01f194c68f47a98b6ff64096250863cdf8bb513336b0edfbaa288c8cedd1c6
d0000/f000033	f	416	1700000000000000000	245	702e1cb8680cd1b380bbb78c5ccc309e6d6a9d210a9572ac244b8b70767aa8b7
d0000/f000034	f	416	1700000000000000000	245	a4fb0071a4a683c8925e5e60503e621da2b3e137177478c28dd1626babcba538
d0000/f000035	f	416	1700000000000000000	245	94207cc06ca6ae40495801535b8e169b04cb9ebd3d118e4499feed83ac33ca82
d0000/f000036	f	416	1700000000000000000	245	38744b5c2cc3b06090c164b67d757b3f9ca4645bdd2f23874975c58866117921
d0000/f000037	f	416	1700000000000000000	245	01f043a49aa5d9ef9005d8832eb5973ab0d7a4e75723ebd4aeec023a40021a98
d0000/f000038	f	416	1700000000000000000	245	780a76e9798d475b2736f550f0c3c771eddd0ae555c191842ee4ed7411418a2b
d0000/f000039	f	416	1700000000000000000	245	e7b27c3e07a4b05b8cff055c8a702a300d2d9a4b765a7ff9120b713f54457e4d
d0000/f000040	f	416	1700000000000000000	245	913cfaca29c0cd4ec12bff014ab2842e19bcaca82f76f3dd7544dac05caf82b0
d0000/f000041	f	416	1700000000000000000	245	b4cf6d5572c1bf34f886b1818c7fb3550fa76f1c507029fd6dcd801bebbb5116
d0000/f000042	f	416	1700000000000000000	245	5b5ae262886f8401c24681afe63714c54f19fd825fe1ebfd1c21751a68b1434f
d0000/f000043	f	416	1700000000000000000	245	744511a566aaaf2c790b5d24410bb276d51566a714ebbfb8940d63c4b02eaf14
d0000/f000044	f	416	1700000000000000000	245	193361b5a034de5812469c1cf6c3c631f04efa03856cd45fc3bce14ba6251324
d0000/f000045	f	416	1700000000000000000	245	2259936a45ac540b0e8916774ebe4b9abc533227b58168d51c9094564e292870
d0000/f000046	f	416	1700000000000000000	245	1dbbb50b391aa1786c217e1c97572ce35160bcbd8d81f5bd905aeb1ea9c00d25
d0000/f000047	f	416	1700000000000000000	245	51c7fc6c9bc87d9954d2466a71cb562e81cb08c0bea3d22bb093c16ac4b234ed
d0000/f000048	f	416	1700000000000000000	245	47f05dec6a74560ae2a1c361899e462dbfba4ea07ec9c79c9e9d9f258e76871e
